MatchID,Date,PlayerName,Team,Opponent,Position,TotalRaids,SuccessfulRaids,TotalTackles,SuccessfulTackles,RaidPoints,TacklePoints,MatchDuration,RaidSuccessRate,TackleSuccessRate,PointsScored,Injuries,YellowCards,RedCards,MatchResult,TeamPoints,OpponentPoints,MVP,DateOfBirth,PlayerAge,PlayerNationality,MatchLocation,HomeOrAway,TeamRank,WinStreak,LossStreak,PlayerExperience,TotalMatchesPlayed,IsAllRounder
113,2018-04-18,Anil,Dabang Delhi,Telugu Titans,All-Rounder,16,16,11,4,16,8,56,100.0,36.36,24,3,0,1,Win,33,30,Anil,1988-12-28,36,Nepal,Chandigarh,Away,12,4,1,7,38,False
114,2024-07-06,Rajnish,Telugu Titans,Hariyana Steelers,Raider,11,0,10,1,0,2,47,0.0,10.0,2,3,0,0,Win,36,20,N/A,1997-03-24,28,Sri Lanka,Hyderabad,Home,12,0,1,8,40,False
115,2020-12-22,Shubham Kumar,UP Yoddha,Tamil Thalaivas,Raider,9,7,6,3,7,6,53,77.78,50.0,13,3,1,0,Loss,38,27,N/A,2004-03-06,21,Nepal,Bengaluru,Away,5,5,2,6,68,False
116,2022-05-27,Nitin,Telugu Titans,Tamil Thalaivas,All-Rounder,9,8,13,8,8,16,41,88.89,61.54,24,2,0,0,Loss,32,30,N/A,1995-04-30,30,Nepal,Ahmedabad,Away,11,5,5,14,28,False
117,2020-08-03,Mohit Nandal,Hariyana Steelers,UP Yoddha,All-Rounder,16,12,11,6,12,12,57,75.0,54.55,24,2,1,1,Loss,35,22,Mohit Nandal,1997-02-15,28,India,Patna,Away,12,1,2,12,38,False
118,2021-05-13,Abozar Mighani,UP Yoddha,Patna Pirates,Raider,5,3,7,6,3,12,33,60.0,85.71,15,3,1,0,Loss,36,27,N/A,1994-09-20,30,India,Chennai,Away,1,0,3,9,57,False
119,2024-04-07,Parshant Kumar,Bengal Warriors,Jaipur Pink Panthers,Raider,13,9,14,5,9,10,46,69.23,35.71,19,3,1,1,Loss,37,24,N/A,1987-09-21,37,Pakistan,Ahmedabad,Away,1,2,5,14,68,False
120,2022-04-25,Tushar,Telugu Titans,Jaipur Pink Panthers,All-Rounder,21,18,14,14,18,28,57,85.71,100.0,46,2,1,0,Loss,36,35,N/A,1996-05-02,29,Bangladesh,Ahmedabad,Away,12,3,5,11,42,False
121,2022-08-12,Narender,Tamil Thalaivas,Hariyana Steelers,Raider,11,4,5,0,4,0,57,36.36,0.0,4,3,0,0,Loss,33,35,Narender,1997-07-06,27,Sri Lanka,Jaipur,Away,5,0,4,9,95,False
122,2018-02-03,Amit Hooda,Dabang Delhi,UP Yoddha,Defender,8,7,7,0,7,0,48,87.5,0.0,7,3,1,0,Win,35,17,N/A,1996-10-31,28,Nepal,Lucknow,Away,10,0,2,4,91,False
123,2018-07-29,Mohit Nandal,Hariyana Steelers,Gujarat Fortunegiants,All-Rounder,18,13,9,7,13,14,56,72.22,77.78,27,0,1,0,Loss,40,15,N/A,1989-08-20,35,India,Chandigarh,Home,2,4,4,4,81,False
124,2018-05-08,Balaji D,Bengal Warriors,Gujarat Fortunegiants,Raider,20,0,3,1,0,2,59,0.0,33.33,2,2,0,0,Loss,35,35,N/A,1987-12-20,37,Bangladesh,Delhi,Away,9,2,3,10,27,False
125,2021-07-07,Sunil,Patna Pirates,Telugu Titans,Defender,17,2,8,8,2,16,37,11.76,100.0,18,2,1,1,Loss,30,35,Sunil,1989-12-21,35,Pakistan,Bengaluru,Away,11,3,3,14,43,False
126,2018-08-07,Arjun Patil,Bengal Warriors,Telugu Titans,All-Rounder,6,3,10,10,3,20,56,50.0,100.0,23,3,1,0,Loss,25,31,N/A,1999-11-29,25,Bangladesh,Jaipur,Away,8,3,2,10,78,False
127,2018-12-21,Neeraj Narwal,Dabang Delhi,Jaipur Pink Panthers,Defender,5,3,4,1,3,2,32,60.0,25.0,5,2,1,1,Win,26,18,Neeraj Narwal,1992-03-12,33,Nepal,Chennai,Away,4,3,2,3,42,False
128,2024-08-20,Ankit,Patna Pirates,UP Yoddha,Defender,22,12,8,2,12,4,58,54.55,25.0,16,2,0,1,Win,25,19,Ankit,2000-07-06,24,India,Kolkata,Away,4,0,3,9,59,False
129,2024-07-09,Abhijeet Malik,Jaipur Pink Panthers,U Mumba,All-Rounder,5,0,11,6,0,12,55,0.0,54.55,12,3,1,0,Loss,39,24,Abhijeet Malik,2004-12-05,20,Bangladesh,Chandigarh,Away,7,4,5,5,60,False
130,2022-05-05,Sachin Tanwar,Patna Pirates,Dabang Delhi,Raider,22,7,3,2,7,4,55,31.82,66.67,11,0,1,0,Loss,40,26,N/A,1992-04-28,33,Bangladesh,Chennai,Away,6,0,0,4,67,False
131,2024-10-26,Amit Hooda,Dabang Delhi,Tamil Thalaivas,All-Rounder,15,10,8,3,10,6,30,66.67,37.5,16,3,1,0,Win,37,19,Amit Hooda,1999-08-01,25,Nepal,Mumbai,Away,4,4,1,4,35,False
132,2019-01-27,Sumit Sangwan,UP Yoddha,Bengal Warriors,Defender,24,6,12,8,6,16,39,25.0,66.67,22,2,0,1,Loss,38,17,Sumit Sangwan,1991-06-25,33,Nepal,Lucknow,Home,6,5,1,6,46,False
133,2018-12-03,Narender,Tamil Thalaivas,Gujarat Fortunegiants,Defender,8,3,9,5,3,10,59,37.5,55.56,13,1,1,1,Loss,37,21,N/A,1985-05-25,40,Pakistan,Jaipur,Away,10,4,2,14,77,False
134,2024-06-04,Shivam,Gujarat Fortunegiants,Patna Pirates,All-Rounder,20,3,3,3,3,6,52,15.0,100.0,9,1,1,1,Loss,22,16,N/A,1990-01-23,35,Bangladesh,Chennai,Away,4,0,4,15,67,False
135,2023-02-03,Nehal Desai,U Mumba,Telugu Titans,Defender,9,9,6,3,9,6,50,100.0,50.0,15,2,0,0,Loss,25,16,Nehal Desai,2002-04-16,23,Sri Lanka,Bengaluru,Away,9,4,0,8,80,False
136,2024-08-01,Mahendra Rajput,Gujarat Fortunegiants,Jaipur Pink Panthers,Raider,15,12,7,3,12,6,50,80.0,42.86,18,3,1,1,Win,22,33,N/A,1988-03-22,37,India,Jaipur,Away,8,5,5,13,94,False
137,2019-07-24,Rajesh Narwal,Hariyana Steelers,Tamil Thalaivas,Raider,13,10,7,3,10,6,35,76.92,42.86,16,3,0,0,Win,25,18,N/A,2004-01-02,21,India,Lucknow,Away,8,3,1,11,68,False
138,2020-06-07,Heidarali Ekrami,U Mumba,UP Yoddha,Defender,15,1,3,1,1,2,55,6.67,33.33,3,3,0,0,Loss,32,26,Heidarali Ekrami,1997-03-07,28,Pakistan,Mumbai,Home,5,5,3,7,62,False
139,2023-05-08,Sagar,Tamil Thalaivas,UP Yoddha,Defender,8,5,13,10,5,20,32,62.5,76.92,25,0,1,1,Loss,30,20,Sagar,2002-10-30,22,India,Mumbai,Away,5,1,2,10,62,False
140,2019-01-03,Akash Pikalmunde,Bengal Warriors,UP Yoddha,All-Rounder,23,0,11,7,0,14,47,0.0,63.64,14,1,0,0,Win,27,24,Akash Pikalmunde,2005-04-08,20,India,Patna,Away,9,0,0,9,59,False
141,2024-10-01,Soleiman Pahlevani,Bengal Warriors,Jaipur Pink Panthers,Raider,21,3,7,2,3,4,34,14.29,28.57,7,1,1,0,Win,22,32,N/A,1988-07-17,36,Bangladesh,Chandigarh,Away,9,1,2,12,30,False
142,2021-02-09,Lucky Sharma,Jaipur Pink Panthers,Tamil Thalaivas,Raider,9,1,15,14,1,28,58,11.11,93.33,29,1,1,1,Win,35,35,Lucky Sharma,2000-05-29,25,Sri Lanka,Ahmedabad,Away,4,0,3,10,43,False
143,2024-08-12,Nitesh Kumar,UP Yoddha,Bengal Warriors,Raider,18,4,10,4,4,8,60,22.22,40.0,12,3,0,1,Loss,39,20,N/A,1999-01-09,26,Sri Lanka,Hyderabad,Away,1,1,3,4,66,False
144,2018-11-18,Mohit,Dabang Delhi,U Mumba,Raider,13,1,14,0,1,0,48,7.69,0.0,1,2,1,1,Win,34,33,N/A,1996-06-17,28,India,Patna,Away,2,0,0,4,26,False
145,2022-07-11,Parvesh Bhainswal,Gujarat Fortunegiants,Dabang Delhi,All-Rounder,18,11,14,13,11,26,45,61.11,92.86,37,2,0,0,Loss,33,34,Parvesh Bhainswal,1991-04-05,34,India,Kolkata,Away,4,0,4,3,22,False
146,2023-01-23,Sunil,Hariyana Steelers,Bengal Warriors,All-Rounder,13,8,10,5,8,10,36,61.54,50.0,18,1,1,1,Loss,33,34,Sunil,1991-02-26,34,Pakistan,Hyderabad,Away,3,4,3,14,93,False
147,2025-03-11,Parshant Kumar,Bengal Warriors,Hariyana Steelers,Defender,19,5,13,11,5,22,58,26.32,84.62,27,3,0,0,Win,32,32,N/A,2000-10-07,24,Sri Lanka,Jaipur,Away,2,5,5,3,92,False
148,2022-06-11,Akshay Bhoir,Bengal Warriors,U Mumba,Raider,24,0,7,5,0,10,33,0.0,71.43,10,0,0,1,Win,35,23,Akshay Bhoir,1989-03-30,36,Bangladesh,Delhi,Away,1,4,2,15,29,False
149,2020-11-16,Harsh,Hariyana Steelers,Bengal Warriors,Defender,9,4,14,11,4,22,38,44.44,78.57,26,0,0,0,Loss,35,30,Harsh,1995-09-27,29,Sri Lanka,Patna,Away,7,0,0,10,36,False
150,2020-07-01,Tushar,Jaipur Pink Panthers,Bengal Warriors,All-Rounder,12,6,13,5,6,10,38,50.0,38.46,16,1,0,0,Win,34,33,Tushar,1995-08-25,29,Nepal,Mumbai,Away,6,0,1,13,97,False
151,2024-07-20,Naresh,Hariyana Steelers,Tamil Thalaivas,Defender,18,7,8,4,7,8,52,38.89,50.0,15,0,0,1,Win,26,32,Naresh,1987-03-04,38,Sri Lanka,Bengaluru,Away,5,5,5,3,57,False
152,2021-12-08,Manuj,Gujarat Fortunegiants,Bengal Warriors,Defender,13,6,9,6,6,12,31,46.15,66.67,18,2,1,1,Win,32,32,Manuj,1998-06-18,26,Sri Lanka,Ahmedabad,Home,7,1,3,11,34,False
153,2020-12-26,Abinesh Nadarajan,Tamil Thalaivas,U Mumba,Raider,20,20,12,11,20,22,54,100.0,91.67,42,2,1,1,Loss,27,26,Abinesh Nadarajan,1994-08-10,30,Nepal,Jaipur,Away,4,3,0,8,94,False
154,2022-12-01,Sandeep Kandola,Telugu Titans,Tamil Thalaivas,All-Rounder,20,5,14,4,5,8,42,25.0,28.57,13,3,0,0,Win,26,15,Sandeep Kandola,2002-11-05,22,Bangladesh,Chennai,Away,8,4,4,11,48,False
155,2018-07-04,Gulveer Singh,UP Yoddha,Tamil Thalaivas,All-Rounder,16,14,13,12,14,24,45,87.5,92.31,38,3,1,0,Loss,40,21,Gulveer Singh,1994-01-27,31,Sri Lanka,Chennai,Away,2,2,3,3,27,False
156,2019-09-03,Mohit Nandal,Hariyana Steelers,Tamil Thalaivas,Defender,8,0,15,11,0,22,50,0.0,73.33,22,2,1,0,Win,24,30,Mohit Nandal,1993-12-26,31,Pakistan,Chandigarh,Home,2,4,3,11,82,False
157,2022-06-23,Mohit Nandal,Hariyana Steelers,U Mumba,All-Rounder,12,8,7,2,8,4,44,66.67,28.57,12,3,1,0,Loss,29,31,Mohit Nandal,1996-02-21,29,Nepal,Jaipur,Away,11,4,0,6,51,False
158,2018-02-01,Vinay,Hariyana Steelers,Gujarat Fortunegiants,Defender,24,0,10,8,0,16,57,0.0,80.0,16,0,0,1,Win,27,24,Vinay,1986-05-07,39,Nepal,Bengaluru,Away,9,5,1,10,100,False
159,2020-03-16,Nitin,Telugu Titans,Jaipur Pink Panthers,Defender,11,10,6,4,10,8,31,90.91,66.67,18,3,0,1,Win,34,20,Nitin,1985-02-06,40,India,Chennai,Away,1,2,5,13,31,False
160,2020-02-29,Vijay,Dabang Delhi,Telugu Titans,All-Rounder,10,9,12,11,9,22,55,90.0,91.67,31,3,0,1,Win,26,34,Vijay,1996-03-07,29,Pakistan,Hyderabad,Away,10,2,4,4,50,False
161,2023-09-09,Narender,Tamil Thalaivas,UP Yoddha,Defender,7,2,4,2,2,4,50,28.57,50.0,6,2,1,1,Win,32,19,Narender,1991-06-30,33,Pakistan,Patna,Away,3,4,3,12,52,False
162,2023-02-18,Mohit Nandal,Hariyana Steelers,Bengal Warriors,Defender,19,14,7,3,14,6,38,73.68,42.86,20,1,1,1,Win,27,33,N/A,1997-11-25,27,India,Chandigarh,Home,5,3,3,5,70,False
163,2025-05-17,Abhishek,Patna Pirates,Hariyana Steelers,All-Rounder,24,14,14,6,14,12,37,58.33,42.86,26,3,1,1,Loss,20,20,N/A,1999-08-07,25,India,Lucknow,Away,6,3,0,11,59,False
164,2023-08-16,Abinesh Nadarajan,Tamil Thalaivas,U Mumba,Raider,22,3,6,2,3,4,60,13.64,33.33,7,3,0,0,Loss,21,15,Abinesh Nadarajan,2004-03-28,21,Sri Lanka,Patna,Away,3,5,5,14,35,False
165,2018-11-26,Nitin,Telugu Titans,U Mumba,All-Rounder,23,19,15,1,19,2,42,82.61,6.67,21,3,0,0,Loss,26,20,Nitin,1994-12-25,30,Bangladesh,Bengaluru,Away,11,3,0,15,61,False
166,2024-01-17,Sahil,Dabang Delhi,Tamil Thalaivas,Raider,8,4,5,1,4,2,47,50.0,20.0,6,2,1,1,Loss,28,31,Sahil,1990-06-25,34,Bangladesh,Lucknow,Away,1,0,1,4,63,False
167,2022-04-04,Sahul Kumar,Jaipur Pink Panthers,Bengal Warriors,Raider,14,4,9,9,4,18,47,28.57,100.0,22,1,1,1,Loss,24,26,N/A,1985-06-03,40,Bangladesh,Hyderabad,Away,6,5,3,12,45,False
168,2022-08-17,Vinod Kumar,Gujarat Fortunegiants,Tamil Thalaivas,All-Rounder,10,7,14,7,7,14,41,70.0,50.0,21,0,0,0,Loss,40,33,Vinod Kumar,2003-05-11,22,Nepal,Ahmedabad,Home,10,3,2,14,92,False
169,2023-03-22,Rathan K,UP Yoddha,Telugu Titans,Defender,24,6,4,2,6,4,60,25.0,50.0,10,3,0,1,Win,39,31,Rathan K,1995-03-05,30,Bangladesh,Bengaluru,Away,4,3,2,10,69,False
170,2023-05-19,Rathan K,UP Yoddha,Bengal Warriors,Raider,18,17,7,4,17,8,49,94.44,57.14,25,0,0,1,Win,21,16,N/A,2002-04-10,23,Sri Lanka,Jaipur,Away,1,2,2,7,99,False
171,2023-12-25,Narender,Tamil Thalaivas,Telugu Titans,Raider,9,1,7,6,1,12,52,11.11,85.71,13,1,0,0,Win,39,26,Narender,1991-08-12,33,Nepal,Chandigarh,Away,8,3,1,11,22,False
172,2022-12-17,Rohit Banne,Bengal Warriors,Hariyana Steelers,Defender,13,8,9,6,8,12,37,61.54,66.67,20,0,0,1,Win,29,30,N/A,2002-10-04,22,Sri Lanka,Jaipur,Away,9,4,3,4,73,False
173,2022-09-03,Sumit,Dabang Delhi,Patna Pirates,Raider,15,12,13,2,12,4,57,80.0,15.38,16,3,0,0,Win,34,35,N/A,1990-03-24,35,Bangladesh,Hyderabad,Away,2,4,1,10,83,False
174,2024-10-22,Prashanth Kumar Rai,Patna Pirates,U Mumba,All-Rounder,13,2,6,1,2,2,44,15.38,16.67,4,0,1,1,Win,24,16,Prashanth Kumar Rai,2003-01-22,22,Nepal,Lucknow,Away,3,0,0,13,52,False
175,2022-10-12,Siddharth,Gujarat Fortunegiants,Tamil Thalaivas,All-Rounder,21,20,12,3,20,6,44,95.24,25.0,26,1,1,1,Win,30,22,N/A,1995-07-23,29,India,Jaipur,Away,9,0,1,3,43,False
176,2020-10-18,Himanshu Singh,Tamil Thalaivas,Dabang Delhi,All-Rounder,21,9,7,6,9,12,41,42.86,85.71,21,2,1,1,Loss,20,21,N/A,1998-05-29,27,Pakistan,Bengaluru,Away,7,0,0,7,46,False
177,2019-05-23,Anil,Dabang Delhi,U Mumba,Raider,10,0,6,4,0,8,36,0.0,66.67,8,1,1,0,Loss,24,15,Anil,1990-05-12,35,Sri Lanka,Chandigarh,Away,1,5,1,14,22,False
178,2021-10-14,Shivam,Gujarat Fortunegiants,Hariyana Steelers,Raider,11,1,7,7,1,14,39,9.09,100.0,15,1,1,1,Win,38,17,N/A,1993-03-26,32,Nepal,Chennai,Away,4,1,0,4,91,False
179,2023-12-27,Mehul Kumar,Gujarat Fortunegiants,Bengal Warriors,Defender,23,11,10,0,11,0,40,47.83,0.0,11,3,1,1,Loss,31,21,Mehul Kumar,1991-08-31,33,Pakistan,Patna,Away,2,5,3,5,77,False
180,2021-04-29,Abhishek,Patna Pirates,Dabang Delhi,Defender,15,1,7,4,1,8,39,6.67,57.14,9,0,0,1,Win,40,25,N/A,1995-08-24,29,Sri Lanka,Hyderabad,Away,3,0,0,14,83,False
181,2025-05-07,Sandeep,Patna Pirates,Jaipur Pink Panthers,Raider,6,2,5,4,2,8,40,33.33,80.0,10,1,1,0,Win,23,15,Sandeep,1990-01-29,35,Pakistan,Delhi,Away,5,5,4,10,91,False
182,2022-10-09,Soleiman Pahlevani,Bengal Warriors,Jaipur Pink Panthers,Raider,23,1,10,4,1,8,40,4.35,40.0,9,2,1,1,Win,39,29,Soleiman Pahlevani,1992-07-16,32,India,Bengaluru,Away,8,2,1,5,43,False
183,2023-11-20,Aashish B,U Mumba,Gujarat Fortunegiants,Raider,5,1,13,0,1,0,38,20.0,0.0,1,2,0,1,Win,34,31,N/A,1993-07-24,31,Nepal,Jaipur,Away,8,4,5,3,49,False
184,2023-11-05,Shankar Gadai,Gujarat Fortunegiants,Patna Pirates,Raider,5,5,5,4,5,8,59,100.0,80.0,13,2,1,0,Win,30,21,N/A,2002-04-19,23,India,Jaipur,Away,8,2,4,14,41,False
185,2019-03-09,Ravi Kumar,Dabang Delhi,Hariyana Steelers,Raider,20,15,11,2,15,4,30,75.0,18.18,19,2,1,1,Loss,34,18,N/A,1990-10-18,34,Sri Lanka,Jaipur,Away,4,3,3,15,70,False
186,2021-04-01,Shivam,U Mumba,Patna Pirates,Defender,7,5,12,12,5,24,43,71.43,100.0,29,0,0,0,Win,38,34,Shivam,1999-06-19,25,Sri Lanka,Hyderabad,Away,6,3,2,13,73,False
187,2022-05-03,Manjeet,Hariyana Steelers,Dabang Delhi,Raider,15,0,11,1,0,2,38,0.0,9.09,2,3,1,0,Win,34,32,Manjeet,1996-10-21,28,India,Ahmedabad,Away,7,1,3,13,67,False
188,2019-04-24,Rajnish,Telugu Titans,Tamil Thalaivas,Defender,5,1,7,5,1,10,52,20.0,71.43,11,0,0,1,Loss,38,34,Rajnish,1998-05-21,27,Bangladesh,Jaipur,Away,10,3,3,8,78,False
189,2019-07-29,Surender Nada,Patna Pirates,Gujarat Fortunegiants,All-Rounder,25,22,12,9,22,18,43,88.0,75.0,40,3,1,1,Win,38,17,Surender Nada,1996-10-02,28,Nepal,Bengaluru,Away,12,1,4,3,74,True
190,2021-12-14,Sachin Tanwar,Patna Pirates,Jaipur Pink Panthers,All-Rounder,8,5,14,2,5,4,36,62.5,14.29,9,1,0,0,Win,20,29,N/A,1987-05-16,38,Nepal,Patna,Home,4,1,3,5,35,False
191,2019-01-03,Sahil,Dabang Delhi,Bengal Warriors,Raider,22,19,15,5,19,10,34,86.36,33.33,29,1,0,1,Win,30,30,Sahil,2000-04-12,25,Nepal,Lucknow,Away,4,4,3,15,46,False
192,2018-01-06,Nitin Kumar,Bengal Warriors,U Mumba,All-Rounder,6,6,4,0,6,0,60,100.0,0.0,6,2,0,1,Win,25,31,Nitin Kumar,2004-05-05,21,India,Mumbai,Away,2,5,0,9,47,False
193,2018-05-06,Prince D,Telugu Titans,Bengal Warriors,Defender,22,14,5,1,14,2,34,63.64,20.0,16,2,1,1,Win,34,20,N/A,2004-12-08,20,Sri Lanka,Kolkata,Away,10,1,5,4,87,False
194,2022-03-28,Nitesh Kumar,UP Yoddha,Patna Pirates,Defender,24,12,11,10,12,20,45,50.0,90.91,32,0,1,1,Win,31,33,N/A,2002-04-06,23,Bangladesh,Chennai,Away,9,5,3,5,49,False
195,2023-11-01,Sunil,Patna Pirates,Telugu Titans,Raider,24,4,11,2,4,4,38,16.67,18.18,8,1,0,1,Win,37,17,N/A,1990-03-26,35,Pakistan,Hyderabad,Away,5,3,1,3,35,False
196,2024-04-06,Vinay,Hariyana Steelers,Jaipur Pink Panthers,Defender,20,11,11,9,11,18,33,55.0,81.82,29,3,1,1,Loss,35,35,Vinay,2003-03-26,22,Nepal,Mumbai,Away,6,3,4,4,43,False
197,2024-09-09,Akshay Bhoir,Bengal Warriors,Patna Pirates,Raider,24,0,11,10,0,20,30,0.0,90.91,20,1,1,0,Win,28,20,N/A,2002-07-14,22,Bangladesh,Kolkata,Home,5,3,2,11,21,False
198,2022-02-03,Ujjval,Jaipur Pink Panthers,Patna Pirates,Raider,12,8,10,4,8,8,39,66.67,40.0,16,2,1,1,Win,22,24,Ujjval,1986-11-26,38,India,Jaipur,Home,2,2,5,4,100,False
199,2023-05-18,Sandeep Kandola,Telugu Titans,Tamil Thalaivas,Raider,9,6,12,12,6,24,52,66.67,100.0,30,2,1,1,Win,37,35,N/A,1997-08-30,27,Pakistan,Mumbai,Away,6,0,1,5,66,False
200,2020-04-09,Meetu Sharma,Hariyana Steelers,Telugu Titans,Defender,25,3,10,9,3,18,44,12.0,90.0,21,0,1,0,Win,37,35,Meetu Sharma,1999-10-04,25,Bangladesh,Ahmedabad,Away,6,3,4,4,57,False
201,2020-12-15,Nehal,UP Yoddha,Patna Pirates,Defender,10,1,3,1,1,2,47,10.0,33.33,3,0,0,0,Loss,40,28,Nehal,1987-06-28,37,Pakistan,Jaipur,Away,2,2,3,10,62,False
202,2023-07-29,Hardeep,U Mumba,Dabang Delhi,Raider,25,10,7,1,10,2,53,40.0,14.29,12,2,1,0,Loss,28,16,N/A,1998-04-13,27,Bangladesh,Mumbai,Home,10,2,2,15,26,False
203,2024-06-16,Vikas Jaglan,Patna Pirates,Dabang Delhi,All-Rounder,6,1,3,3,1,6,38,16.67,100.0,7,1,0,1,Win,38,35,N/A,1993-04-23,32,Bangladesh,Hyderabad,Away,4,2,5,10,45,False
204,2023-03-07,Siddharth Desai,Telugu Titans,Tamil Thalaivas,Raider,21,10,9,2,10,4,47,47.62,22.22,14,1,0,0,Loss,29,23,N/A,1997-01-09,28,India,Jaipur,Away,9,3,0,15,94,False
205,2022-08-17,Siddhant Bhosale,U Mumba,Telugu Titans,Raider,5,2,3,3,2,6,42,40.0,100.0,8,2,1,0,Win,27,15,Siddhant Bhosale,2001-08-16,23,India,Ahmedabad,Away,1,1,4,9,27,False
206,2018-03-22,Nehal Desai,U Mumba,Bengal Warriors,Defender,18,8,15,7,8,14,47,44.44,46.67,22,2,1,1,Win,24,31,Nehal Desai,1994-04-07,31,Bangladesh,Bengaluru,Away,4,0,5,10,61,False
207,2018-04-18,Nitesh Kumar,UP Yoddha,U Mumba,Raider,16,11,8,0,11,0,39,68.75,0.0,11,0,1,0,Loss,26,35,N/A,1994-03-14,31,India,Chennai,Away,10,4,1,11,61,False
208,2024-07-27,Arun,Tamil Thalaivas,Jaipur Pink Panthers,All-Rounder,23,14,14,1,14,2,60,60.87,7.14,16,1,1,1,Loss,26,16,Arun,1987-11-20,37,Pakistan,Chandigarh,Away,1,5,5,12,56,False
209,2020-12-17,Aashish B,U Mumba,Gujarat Fortunegiants,Raider,15,6,10,8,6,16,40,40.0,80.0,22,3,1,1,Loss,24,19,N/A,1988-07-19,36,Sri Lanka,Patna,Away,5,0,5,4,64,False
210,2022-10-17,Dipak,Dabang Delhi,Gujarat Fortunegiants,All-Rounder,9,3,10,5,3,10,37,33.33,50.0,13,1,0,0,Loss,37,32,Dipak,2001-04-18,24,Bangladesh,Ahmedabad,Away,6,3,1,10,96,False
211,2019-11-26,Nitin Kumar,Bengal Warriors,U Mumba,Defender,11,11,13,0,11,0,60,100.0,0.0,11,3,0,1,Win,29,15,N/A,2000-03-18,25,India,Hyderabad,Away,3,4,1,10,27,False
212,2020-07-11,Rahul Chaudhari,Jaipur Pink Panthers,Bengal Warriors,Defender,24,17,6,5,17,10,33,70.83,83.33,27,0,1,1,Win,35,15,Rahul Chaudhari,1987-09-04,37,Sri Lanka,Kolkata,Away,7,2,3,6,49,False
213,2022-01-30,Akash Pikalmunde,Bengal Warriors,Jaipur Pink Panthers,Raider,24,20,6,0,20,0,37,83.33,0.0,20,0,0,1,Loss,29,16,Akash Pikalmunde,1998-11-19,26,Pakistan,Bengaluru,Away,1,4,2,8,93,False
214,2020-01-16,Nitesh Kumar,UP Yoddha,Dabang Delhi,Raider,9,7,9,4,7,8,46,77.78,44.44,15,0,1,1,Loss,35,26,N/A,1999-01-21,26,Pakistan,Delhi,Away,1,5,2,10,80,False
215,2018-08-09,Vikas Jaglan,Patna Pirates,Dabang Delhi,Defender,24,22,3,3,22,6,36,91.67,100.0,28,3,0,0,Loss,30,21,Vikas Jaglan,1990-03-08,35,Pakistan,Delhi,Away,10,5,2,13,98,False
216,2020-10-07,Anil,Dabang Delhi,Jaipur Pink Panthers,All-Rounder,8,0,6,2,0,4,30,0.0,33.33,4,2,0,0,Win,35,24,Anil,1988-06-22,36,Sri Lanka,Mumbai,Away,3,0,4,3,68,False
217,2019-12-27,Gulveer Singh,UP Yoddha,Jaipur Pink Panthers,Defender,24,12,13,12,12,24,31,50.0,92.31,36,3,0,1,Win,34,25,Gulveer Singh,2003-06-26,21,Sri Lanka,Hyderabad,Away,9,2,5,6,98,False
218,2022-01-11,Vinay,Hariyana Steelers,Dabang Delhi,All-Rounder,21,18,15,3,18,6,43,85.71,20.0,24,2,0,1,Loss,39,23,Vinay,2001-11-15,23,Pakistan,Jaipur,Away,3,0,0,14,86,False
219,2023-11-07,Durgesh Kumar,UP Yoddha,Tamil Thalaivas,Raider,19,11,12,11,11,22,37,57.89,91.67,33,0,1,1,Win,40,20,N/A,2003-05-01,22,Pakistan,Chandigarh,Away,2,4,5,5,35,False
220,2024-04-18,Arjun Deshwal,Jaipur Pink Panthers,Dabang Delhi,Raider,12,10,11,6,10,12,58,83.33,54.55,22,3,1,0,Win,40,31,Arjun Deshwal,2003-05-30,22,Sri Lanka,Bengaluru,Away,5,2,5,9,83,False
221,2022-08-30,Shivam,Gujarat Fortunegiants,Bengal Warriors,All-Rounder,5,5,10,2,5,4,34,100.0,20.0,9,2,0,0,Win,33,22,N/A,2003-03-25,22,Bangladesh,Delhi,Away,3,5,0,15,36,False
222,2020-06-03,Rakesh,Gujarat Fortunegiants,Jaipur Pink Panthers,Raider,15,9,8,7,9,14,35,60.0,87.5,23,0,0,0,Loss,22,22,N/A,2001-03-20,24,India,Ahmedabad,Home,3,0,0,13,39,False
223,2024-05-19,Shubham Kumar,UP Yoddha,Patna Pirates,All-Rounder,18,11,14,6,11,12,38,61.11,42.86,23,1,1,0,Loss,32,22,N/A,1989-06-03,36,Nepal,Patna,Away,11,4,1,14,22,False
224,2021-09-22,Sumit Sangwan,UP Yoddha,Gujarat Fortunegiants,All-Rounder,10,8,4,1,8,2,33,80.0,25.0,10,0,0,0,Win,38,16,Sumit Sangwan,2000-05-21,25,India,Jaipur,Away,5,3,3,7,36,False
225,2023-06-15,Tushar,U Mumba,Telugu Titans,All-Rounder,13,2,4,1,2,2,31,15.38,25.0,4,1,0,0,Win,21,17,N/A,2002-02-20,23,India,Bengaluru,Away,9,0,0,8,89,False
226,2018-04-14,K. Shanmugam,Gujarat Fortunegiants,Patna Pirates,Defender,24,11,12,8,11,16,58,45.83,66.67,27,1,0,0,Win,25,23,K. Shanmugam,1996-02-22,29,India,Kolkata,Away,4,4,5,11,58,False
227,2023-07-01,Shubham Kumar,UP Yoddha,Gujarat Fortunegiants,Raider,14,7,11,6,7,12,55,50.0,54.55,19,0,1,1,Win,26,35,N/A,1993-01-15,32,India,Hyderabad,Away,2,5,2,10,86,False
